161	46	1
160	56	1
163	50	1
169	54	1
160	48	1
161	57	1
160	50	1
167	53	1
170	60	1
162	50	1
170	53	1
164	51	1
160	47	1
164	58	1
166	57	1
174	56	1
158	48	1
158	50	1
169	56	1
160	57	1
165	53	1
162	55	1
171	55	1
158	47	1
160	54	1
158	47	1
164	48	1
158	52	1
160	46	1
165	49	1
170	55	1
160	50	1
156	45	1
163	50	1
160	60	1
163	55	1
161	47	1
160	47	1
160	47	1
160	48	1
169	48	1
160	47	1
155	60	1
160	60	1
173	64	1
160	67	1
155	55	1
160	50	1
168	48	1
160	45	1
162	52	1
157	54	1
166	55	1
162	43	1
160	53	1
163	48	1
164	46	1
162	44	1
155	48	1
173	54	1
168	53	1
163	57	1
155	48	1
155	40	1
163	46	1
155	41	1
167	55	1
164	55	1
161	45	1
160	60	1
156	49	1
163	50	1
166	47	1
168	57	1
160	50	1
163	47.5	1
157	50	1
163	51	1
178	84	0
173	67	0
185	100	0
165	65	0
173	70	0
178	62	0
173	64	0
175	62.5	0
170	55	0
170	51	0
170	50	0
170	58	0
176	68	0
178	80	0
174	64	0
175	60	0
175	70	0
178	63	0
175	64	0
175	82	0
182	68	0
169	58	0
173	60	0
170	62	0
178	68	0
178	85	0
170	70	0
173	65	0
168	52	0
168	77	0
170	70	0
175	64	0
172	69	0
175	70	0
173	70	0
180	80	0
166	58	0
173	60	0
183	77	0
174	65	0
176	62	0
186	75	0
170	58	0
170	65	0
178	60	0
168	75	0
175	70	0
171	65	0
170	70	0
170	65	0
168	66	0
175	68	0
175	66	0
180	65	0
172	70	0
180	66	0
173	67	0
171	65	0
175	67	0
174	62	0
172	63	0
178	95	0
173	65	0
165	62	0
168	50	0
174	66	0
170	65	0
168	70	0
178	75	0
181	58	0
179	60	0
176	71	0
180	68	0
176	65	0
172	57	0
175	60	0
165	60	0
178	66	0
181.5	83	0
171	53	0
172	63	0
170	54	0
165	53	0
185	73	0
177	60	0
170	55	0
176	69	0
178	62	0
182	63	0
170	80	0
180	100	0
179.5	75	0
173	65	0
178	73	0
173	55	0
180	71	0
171	64	0
178	69	0
184	64	0
180	80	0
176	70	0
169	65	0
170	60	0
176	72	0
187	78	0
176	75	0
185	65	0
178	75	0
172	61	0
180	85	0
186	88	0
167	50	0
174	75	0
170	60	0
183	80	0
173	65	0
180	55	0
183	65	0
178	80	0
178	65	0
168	64	0
171	68	0
170	60	0
173	60	0
173	60	0
173	70	0
175	60	0
181	70	0
180	67	0
175	65	0
178	73	0
190	85	0
178	74	0
168	63	0
172	63	0
181	67	0
185	76	0
186	74	0
169	60	0
178	90	0
178	70	0
176	58	0
174	68	0
178	60	0
176	72	0
180	65	0
175	65	0
182	60	0
172	65	0
170	65	0
168	53	0
174	65	0
178	68	0
177	68	0
174	62	0
175	65	0
172	82	0
193	90	0
174	78	0
178	65	0
174	55	0
179	70	0
189	78	0
176	62	0
172	82	0
174	85	0
171	55	0
178	66	0
177	65	0
174	70	0
186	72	0
172	50	0
175	60	0
175	75	0
177	70	0
170	75	0
175	60	0
173	75	0
179	85	0
173	100	0
170	77	0
170	55	0
174	68	0
173	125	0
178	63	0
171	55	0
165	55	0
189	74	0
173	65	0
167	62	0
169	52	0
170	60	0
176	72	0
176	65	0
175	66	0
174	54	0
173	65	0
173	63	0
178	65	0
179	67	0
182	65	0
165	65	0
186	78	0
162	50	0
163	55	0
186	75	0
178	90	0
180	67.5	0
170	65	0
174	80	0
173	84	0
174	66	0
177	59.5	0
163	52	0
177	64	0
175	70	0
169	56	0
178	60	0
173	55	0
183	73	0
170	62	0
169	73	0
183	60	0
162	56.5	0
178	68	0
178	65	0
168	56	0
173	56	0
179	63	0
179	80	0
170	75	0
172	69	0
175	70	0
178	65	0
179	74	0
171	75	0
180	60	0
175	60	0
170	58	0
185	68.5	0
175	64	0
173	60	0
172	70	0
177	65	0
182	72	0
172	70	0
177	58	0
175	60	0
175	68	0
173	63	0
